Accident Date,Accident Type
4/9/15,Collision with vehicle
4/9/15,Collision with vehicle
4/9/15,Struck Pedestrian
4/9/15,Collision with vehicle
4/9/15,Collision with vehicle
4/9/15,Collision with a fixed object
4/9/15,Collision with vehicle
4/9/15,Collision with vehicle
4/9/15,Collision with vehicle
4/9/15,Collision with vehicle
4/9/15,Collision with vehicle
4/9/15,Collision with vehicle
4/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Struck Pedestrian
5/9/15,Collision with vehicle
5/9/15,Collision with a fixed object
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with a fixed object
5/9/15,Collision with vehicle
5/9/15,Collision with a fixed object
5/9/15,Collision with vehicle
5/9/15,Struck Pedestrian
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with a fixed object
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Collision with vehicle
5/9/15,Struck Pedestrian
6/9/15,Collision with vehicle
6/9/15,Collision with vehicle
6/9/15,Collision with vehicle
6/9/15,Collision with a fixed object
6/9/15,Collision with a fixed object
6/9/15,Collision with vehicle
6/9/15,Collision with vehicle
6/9/15,Collision with vehicle
6/9/15,Collision with a fixed object
6/9/15,Collision with vehicle
6/9/15,Collision with vehicle
6/9/15,Collision with a fixed object
6/9/15,Collision with vehicle
6/9/15,Collision with a fixed object
6/9/15,Collision with vehicle
6/9/15,Collision with vehicle
6/9/15,Collision with a fixed object
6/9/15,Collision with vehicle
6/9/15,Collision with vehicle
7/9/15,Collision with vehicle
7/9/15,Collision with vehicle
7/9/15,Struck Pedestrian
7/9/15,Collision with vehicle
7/9/15,Struck Pedestrian
7/9/15,Collision with vehicle
7/9/15,Collision with vehicle
7/9/15,Collision with vehicle
7/9/15,Struck Pedestrian
7/9/15,Collision with vehicle
7/9/15,Collision with vehicle
7/9/15,Collision with vehicle
7/9/15,Collision with some other object
7/9/15,Collision with vehicle
7/9/15,Collision with a fixed object
7/9/15,Collision with a fixed object
7/9/15,Collision with vehicle
7/9/15,Collision with vehicle
7/9/15,Collision with vehicle
7/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with some other object
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
8/9/15,Collision with a fixed object
8/9/15,Collision with vehicle
8/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with a fixed object
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Struck Pedestrian
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with a fixed object
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with a fixed object
9/9/15,Struck Pedestrian
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with a fixed object
9/9/15,Collision with vehicle
9/9/15,Struck Pedestrian
9/9/15,Collision with vehicle
9/9/15,Collision with a fixed object
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with a fixed object
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with a fixed object
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
9/9/15,Collision with vehicle
10/9/15,Struck Pedestrian
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with a fixed object
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with a fixed object
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with a fixed object
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with a fixed object
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with vehicle
10/9/15,Collision with a fixed object
10/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Struck Pedestrian
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Struck Pedestrian
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with a fixed object
11/9/15,Collision with a fixed object
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Struck Pedestrian
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with a fixed object
11/9/15,Collision with a fixed object
11/9/15,Collision with a fixed object
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
11/9/15,Collision with vehicle
12/9/15,Struck Pedestrian
12/9/15,Collision with vehicle
12/9/15,Collision with a fixed object
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with a fixed object
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with a fixed object
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Struck Pedestrian
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with a fixed object
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with vehicle
12/9/15,Collision with a fixed object
13/9/15,Collision with vehicle
13/9/15,Collision with a fixed object
13/9/15,Collision with vehicle
13/9/15,Collision with a fixed object
13/9/15,Collision with vehicle
13/9/15,Collision with vehicle
13/9/15,Collision with vehicle
13/9/15,Collision with a fixed object
13/9/15,Collision with vehicle
13/9/15,Collision with vehicle
13/9/15,Collision with vehicle
13/9/15,Collision with vehicle
13/9/15,Collision with vehicle
13/9/15,Collision with vehicle
13/9/15,Collision with vehicle
13/9/15,Collision with vehicle
13/9/15,Collision with a fixed object
13/9/15,Collision with vehicle
13/9/15,Collision with vehicle
13/9/15,Collision with vehicle
13/9/15,Struck Pedestrian
13/9/15,Collision with vehicle
13/9/15,Collision with vehicle
14/9/15,Struck Pedestrian
14/9/15,Collision with vehicle
14/9/15,Struck Pedestrian
14/9/15,Struck Pedestrian
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with a fixed object
14/9/15,Collision with a fixed object
14/9/15,Collision with a fixed object
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Struck Pedestrian
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with a fixed object
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
14/9/15,Struck Pedestrian
14/9/15,Struck animal
14/9/15,Collision with vehicle
14/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Struck Pedestrian
15/9/15,Struck Pedestrian
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with a fixed object
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Collision with vehicle
15/9/15,Fall from or in moving vehicle
16/9/15,Collision with vehicle
16/9/15,Collision with a fixed object
16/9/15,Collision with vehicle
16/9/15,Struck Pedestrian
16/9/15,Collision with vehicle
16/9/15,Struck Pedestrian
16/9/15,Collision with vehicle
16/9/15,Collision with a fixed object
16/9/15,Collision with vehicle
16/9/15,Collision with vehicle
16/9/15,Collision with vehicle
16/9/15,Struck Pedestrian
16/9/15,Collision with vehicle
16/9/15,Struck Pedestrian
16/9/15,Collision with vehicle
16/9/15,Collision with vehicle
16/9/15,Struck Pedestrian
16/9/15,Collision with vehicle
16/9/15,Collision with vehicle
16/9/15,Struck Pedestrian
16/9/15,Collision with vehicle
16/9/15,Collision with vehicle
16/9/15,Collision with vehicle
16/9/15,Collision with vehicle
16/9/15,Collision with a fixed object
16/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Struck Pedestrian
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Struck Pedestrian
17/9/15,Collision with a fixed object
17/9/15,Collision with vehicle
17/9/15,Collision with a fixed object
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
17/9/15,Collision with vehicle
18/9/15,Collision with vehicle
18/9/15,Struck Pedestrian
18/9/15,Collision with vehicle
18/9/15,Collision with a fixed object
18/9/15,Collision with vehicle
18/9/15,Collision with vehicle
18/9/15,Collision with vehicle
18/9/15,Collision with vehicle
18/9/15,Collision with vehicle
18/9/15,Collision with vehicle
18/9/15,Struck Pedestrian
18/9/15,Collision with vehicle
18/9/15,Collision with a fixed object
18/9/15,Collision with vehicle
18/9/15,Collision with vehicle
18/9/15,Collision with some other object
18/9/15,Collision with vehicle
18/9/15,Collision with vehicle
18/9/15,Collision with vehicle
18/9/15,Struck Pedestrian
18/9/15,Collision with vehicle
18/9/15,Struck Pedestrian
18/9/15,Collision with vehicle
18/9/15,Struck Pedestrian
18/9/15,Collision with vehicle
18/9/15,Collision with a fixed object
18/9/15,Collision with vehicle
18/9/15,Collision with vehicle
19/9/15,Collision with vehicle
19/9/15,Collision with vehicle
19/9/15,Collision with a fixed object
19/9/15,Collision with a fixed object
19/9/15,Struck Pedestrian
19/9/15,Struck animal
19/9/15,Collision with vehicle
19/9/15,Collision with vehicle
19/9/15,Collision with vehicle
19/9/15,Collision with vehicle
19/9/15,Collision with vehicle
19/9/15,Collision with a fixed object
19/9/15,Struck animal
19/9/15,Collision with vehicle
19/9/15,Struck Pedestrian
19/9/15,Struck Pedestrian
19/9/15,Collision with a fixed object
19/9/15,Collision with vehicle
19/9/15,Collision with vehicle
19/9/15,Collision with vehicle
19/9/15,Struck Pedestrian
19/9/15,Collision with vehicle
19/9/15,Collision with vehicle
19/9/15,Collision with vehicle
19/9/15,Collision with vehicle
19/9/15,Collision with a fixed object
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with a fixed object
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with a fixed object
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Struck Pedestrian
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with a fixed object
20/9/15,Struck animal
20/9/15,Struck animal
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with a fixed object
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with vehicle
20/9/15,Collision with a fixed object
21/9/15,Collision with a fixed object
21/9/15,Collision with a fixed object
21/9/15,Collision with vehicle
21/9/15,Collision with vehicle
